"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
8140,"2018-11-01 15:15:09.8310","2018-11-01 17:30:50.1370",75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.36346469304347,-71.10057324171066,176,"Lesley University",42.38674802045056,-71.11901879310608,3470,"Subscriber",1982,1
218,"2018-11-01 15:15:10.9230","2018-11-01 15:18:49.3180",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,53,"Beacon St at Massachusetts Ave",42.35082680669095,-71.0898108780384,2408,"Subscriber",1998,2
408,"2018-11-01 15:15:30.5650","2018-11-01 15:22:19.1960",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.08582377433777,45,"Jersey St. at Boylston St.",42.3446808403874,-71.09785348176956,2225,"Subscriber",1946,1
312,"2018-11-01 15:15:36.1550","2018-11-01 15:20:48.2890",70,"Harvard Kennedy School at Bennett St / Eliot St",42.3722168027866,-71.12188071012497,89,"Harvard Law School at Mass Ave / Jarvis St",42.379011,-71.119945,3302,"Subscriber",1980,1
376,"2018-11-01 15:15:39.2370","2018-11-01 15:21:55.3410",107,"Ames St at Main St",42.3625,-71.08822,225,"Cambridge Dept. of Public Works -147 Hampshire St.",42.37119727759414,-71.09759867191315,2013,"Subscriber",1989,1
982,"2018-11-01 15:15:43.1890","2018-11-01 15:32:05.3960",59,"Chinatown Gate Plaza",42.351356,-71.059367,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2046,"Customer",1969,0
265,"2018-11-01 15:15:45.2220","2018-11-01 15:20:10.6100",13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,57,"Columbus Ave at Massachusetts Ave",42.340542615516355,-71.08138847914233,1301,"Subscriber",1992,1
958,"2018-11-01 15:15:55.3160","2018-11-01 15:31:53.8620",59,"Chinatown Gate Plaza",42.351356,-71.059367,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2995,"Customer",1969,0
2222,"2018-11-01 15:16:15.1880","2018-11-01 15:53:17.6270",35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,55,"Boylston St at Massachusetts Ave",42.347265,-71.088088,4063,"Customer",1994,2
480,"2018-11-01 15:16:32.1880","2018-11-01 15:24:32.6120",122,"Burlington Ave at Brookline Ave",42.345733,-71.100694,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2609,"Subscriber",1981,1
797,"2018-11-01 15:16:53.3530","2018-11-01 15:30:11.1530",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,318,"Ames St at Broadway",42.3636929,-71.0875672,2296,"Subscriber",1992,1
498,"2018-11-01 15:16:55.6550","2018-11-01 15:25:13.7840",61,"Boylston St at Fairfield St",42.348762,-71.082383,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3531,"Subscriber",1973,2
852,"2018-11-01 15:17:06.8360","2018-11-01 15:31:18.9030",98,"Warren St at Chelsea St",42.371848,-71.060292,189,"Kendall T",42.362427842912396,-71.08495473861694,2371,"Subscriber",1990,2
187,"2018-11-01 15:17:39.8070","2018-11-01 15:20:47.6550",328,"Grove St at Community Path",42.396386809455,-71.12011306006025,239,"Community Path at Cedar Street",42.39407223665884,-71.11133694648743,2581,"Subscriber",1965,2
718,"2018-11-01 15:17:52.8510","2018-11-01 15:29:51.2240",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3767,"Customer",1969,0
1658,"2018-11-01 15:18:04.0430","2018-11-01 15:45:42.8610",88,"Inman Square at Vellucci Plaza / Hampshire St",42.374035,-71.101427,116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,2194,"Subscriber",1982,2
746,"2018-11-01 15:18:13.6100","2018-11-01 15:30:40.3900",14,"HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",42.3374174845973,-71.10286116600037,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,3934,"Subscriber",1979,1
814,"2018-11-01 15:18:15.1770","2018-11-01 15:31:49.5690",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,2142,"Subscriber",1965,1
251,"2018-11-01 15:18:22.0600","2018-11-01 15:22:33.5170",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,184,"Sidney Research Campus/ Erie Street at Waverly",42.35775309465199,-71.10393404960632,2981,"Subscriber",1994,1
889,"2018-11-01 15:18:28.7550","2018-11-01 15:33:17.8610",6,"Cambridge St at Joy St",42.36121165307985,-71.06530619789737,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,2564,"Subscriber",1955,1
1709,"2018-11-01 15:18:43.0090","2018-11-01 15:47:12.2280",221,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,16,"Back Bay T Stop - Dartmouth St at Stuart St",42.34807412317439,-71.07657015323639,3623,"Subscriber",1986,2
536,"2018-11-01 15:18:53.4360","2018-11-01 15:27:49.6490",189,"Kendall T",42.362427842912396,-71.08495473861694,116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,3382,"Subscriber",1991,2
1461,"2018-11-01 15:19:12.8360","2018-11-01 15:43:34.5990",21,"Prudential Center - Belvedere St",42.34652003998412,-71.08065776545118,199,"Upham's Corner T Stop - Magnolia St at Dudley St",42.318697341722434,-71.0697814822197,1960,"Customer",1969,0
282,"2018-11-01 15:19:15.1800","2018-11-01 15:23:57.3560",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,3565,"Subscriber",1999,1
729,"2018-11-01 15:19:19.5780","2018-11-01 15:31:28.7490",59,"Chinatown Gate Plaza",42.351356,-71.059367,190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,4060,"Subscriber",1962,1
787,"2018-11-01 15:19:23.5650","2018-11-01 15:32:30.9580",60,"Charles Circle - Charles St at Cambridge St",42.36018499796463,-71.07086597688976,61,"Boylston St at Fairfield St",42.348762,-71.082383,2158,"Subscriber",1969,1
440,"2018-11-01 15:19:29.8320","2018-11-01 15:26:50.1610",135,"ID Building East",42.344827,-71.028664,22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,2515,"Subscriber",1967,1
379,"2018-11-01 15:19:37.7330","2018-11-01 15:25:57.5960",107,"Ames St at Main St",42.3625,-71.08822,144,"Rogers St & Land Blvd",42.36575798214837,-71.07699394226073,4021,"Subscriber",1981,1
237,"2018-11-01 15:19:44.6540","2018-11-01 15:23:41.9050",178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,2300,"Subscriber",1974,1
716,"2018-11-01 15:19:48.6850","2018-11-01 15:31:45.5370",66,"Allston Green District - Griggs St at Commonwealth Ave",42.34922469338298,-71.13275302578586,19,"Park Dr at Buswell St",42.347241,-71.105301,3454,"Subscriber",1994,1
264,"2018-11-01 15:19:56.7380","2018-11-01 15:24:20.8750",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,178,"MIT Pacific St at Purrington St",42.35957320109044,-71.10129475593567,3830,"Subscriber",1994,1
306,"2018-11-01 15:19:56.5110","2018-11-01 15:25:03.0840",17,"Soldiers Field Park - 111 Western Ave",42.364263440638524,-71.1182756971175,87,"Harvard University Housing - 115 Putnam Ave at Peabody Terrace",42.366621,-71.114214,3016,"Subscriber",1986,2
518,"2018-11-01 15:20:02.9910","2018-11-01 15:28:41.3430",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,99,"Wilson Square",42.385582,-71.113341,3582,"Subscriber",1987,1
732,"2018-11-01 15:19:59.9240","2018-11-01 15:32:12.2120",358,"Medford St at Charlestown BCYF",42.380429474494896,-71.06055721676967,143,"EF - North Point Park",42.369885,-71.069957,3827,"Subscriber",1980,1
1367,"2018-11-01 15:20:06.4690","2018-11-01 15:42:54.3890",54,"Tremont St at West St",42.354979,-71.063348,125,"Hyde Square - Barbara St at Centre St",42.32176525723952,-71.10984160567114,4115,"Subscriber",1987,1
982,"2018-11-01 15:20:08.6930","2018-11-01 15:36:31.6010",359,"One Brigham Circle",42.333922701369964,-71.10446508982932,352,"Ring Rd",42.348278385426255,-71.08044855314802,3958,"Subscriber",1993,2
753,"2018-11-01 15:20:16.6490","2018-11-01 15:32:50.1600",359,"One Brigham Circle",42.333922701369964,-71.10446508982932,13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,2920,"Subscriber",1994,1
869,"2018-11-01 15:20:17.9340","2018-11-01 15:34:47.8160",224,"Fresh Pond Reservation",42.38267827521855,-71.143478951426,224,"Fresh Pond Reservation",42.38267827521855,-71.143478951426,2448,"Subscriber",1980,1
1380,"2018-11-01 15:20:24.2120","2018-11-01 15:43:24.9540",58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,159,"S Huntington Ave at Heath St",42.32760387040573,-71.11089169979095,3875,"Subscriber",1994,1
944,"2018-11-01 15:20:31.8960","2018-11-01 15:36:15.9990",227,"Silber Way",42.34949599514002,-71.10057592391968,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,2190,"Subscriber",1992,2
879,"2018-11-01 15:20:48.1300","2018-11-01 15:35:28.0730",221,"Verizon Innovation Hub 10 Ware Street",42.37250864997261,-71.11305356025696,333,"699 Mt Auburn St",42.37500235137831,-71.14871613699506,2500,"Subscriber",1978,1
266,"2018-11-01 15:20:56.2830","2018-11-01 15:25:22.5050",189,"Kendall T",42.362427842912396,-71.08495473861694,144,"Rogers St & Land Blvd",42.36575798214837,-71.07699394226073,3325,"Subscriber",1963,2
988,"2018-11-01 15:21:11.6540","2018-11-01 15:37:39.8270",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,26,"Washington St at Waltham St",42.341522,-71.068922,2230,"Subscriber",1982,1
558,"2018-11-01 15:21:07.5500","2018-11-01 15:30:26.0770",30,"Brigham Circle - Francis St at Huntington Ave",42.33462893055976,-71.10407917767589,69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,3527,"Subscriber",1996,1
665,"2018-11-01 15:21:39.4360","2018-11-01 15:32:44.5160",233,"St Mary's",42.346197076555455,-71.10728681087494,75,"Lafayette Square at Mass Ave / Main St / Columbia St",42.36346469304347,-71.10057324171066,2329,"Customer",1991,1
1000,"2018-11-01 15:21:55.6260","2018-11-01 15:38:35.7200",98,"Warren St at Chelsea St",42.371848,-71.060292,151,"Surface Rd at India St",42.358155,-71.052163,3587,"Customer",1969,0
149,"2018-11-01 15:22:10.2500","2018-11-01 15:24:40.2360",48,"Post Office Square - Pearl St at Milk St",42.356755,-71.055407,35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,4015,"Subscriber",1960,1
1002,"2018-11-01 15:22:08.5470","2018-11-01 15:38:51.4800",98,"Warren St at Chelsea St",42.371848,-71.060292,151,"Surface Rd at India St",42.358155,-71.052163,3810,"Customer",1969,0
468,"2018-11-01 15:22:43.6660","2018-11-01 15:30:32.2790",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,115,"Porter Square Station",42.387995,-71.119084,4042,"Subscriber",1967,2
513,"2018-11-01 15:22:43.0400","2018-11-01 15:31:16.6600",21,"Prudential Center - Belvedere St",42.34652003998412,-71.08065776545118,222,"Troy Boston",42.343749,-71.062256,3722,"Subscriber",1984,1
910,"2018-11-01 15:22:42.4760","2018-11-01 15:37:53.2080",82,"Beacon St at Tappan St",42.33826680058037,-71.13894682028331,5,"Northeastern University - North Parking Lot",42.341814,-71.090179,2034,"Subscriber",1992,1
1605,"2018-11-01 15:23:00.7860","2018-11-01 15:49:46.2940",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,111,"Packard Ave at Powderhouse Blvd",42.40449,-71.123413,3562,"Subscriber",1995,1
726,"2018-11-01 15:23:00.6760","2018-11-01 15:35:06.8570",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,333,"699 Mt Auburn St",42.37500235137831,-71.14871613699506,3576,"Subscriber",1998,1
839,"2018-11-01 15:23:04.4170","2018-11-01 15:37:03.4820",115,"Porter Square Station",42.387995,-71.119084,116,"359 Broadway - Broadway at Fayette Street",42.370803,-71.104412,4061,"Subscriber",1984,1
770,"2018-11-01 15:23:05.8060","2018-11-01 15:35:56.5450",189,"Kendall T",42.362427842912396,-71.08495473861694,98,"Warren St at Chelsea St",42.371848,-71.060292,2766,"Customer",1983,1
675,"2018-11-01 15:23:14.9070","2018-11-01 15:34:30.7160",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,52,"Newbury St at Hereford St",42.348717,-71.085954,2883,"Subscriber",2000,1
191,"2018-11-01 15:23:19.4700","2018-11-01 15:26:31.1400",131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,282,"Stony Brook T Stop",42.316966,-71.104374,1245,"Subscriber",1969,2
3689,"2018-11-01 15:23:53.8340","2018-11-01 16:25:22.9610",35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,2549,"Customer",1969,0
3642,"2018-11-01 15:23:53.4250","2018-11-01 16:24:35.7700",35,"Arch St at Franklin St",42.355335019412564,-71.0582291708306,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,4028,"Customer",1969,0
377,"2018-11-01 15:24:25.6800","2018-11-01 15:30:43.2600",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,29,"Innovation Lab - 125 Western Ave at Batten Way",42.363732,-71.124565,3473,"Subscriber",1992,2
759,"2018-11-01 15:24:19.8490","2018-11-01 15:36:58.8540",105,"Lower Cambridgeport at Magazine St / Riverside Rd",42.357218503176526,-71.1138716340065,3,"Colleges of the Fenway - Fenway at Avenue Louis Pasteur",42.34011512249236,-71.10061883926392,4079,"Customer",1969,0
1393,"2018-11-01 15:25:30.3130","2018-11-01 15:48:43.3280",57,"Columbus Ave at Massachusetts Ave",42.340542615516355,-71.08138847914233,364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,1301,"Subscriber",1996,2
1103,"2018-11-01 15:25:43.3010","2018-11-01 15:44:06.5320",9,"Commonwealth Ave at Agganis Way",42.35169201885973,-71.11903488636017,73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,1265,"Subscriber",1988,1
832,"2018-11-01 15:25:44.1140","2018-11-01 15:39:36.3780",117,"Binney St / Sixth St",42.36616223459919,-71.08688293667001,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2314,"Subscriber",1979,1
290,"2018-11-01 15:26:01.6720","2018-11-01 15:30:52.3880",64,"Congress St at Sleeper St",42.351004495946704,-71.04930013418198,20,"Aquarium T Stop - 200 Atlantic Ave",42.35991176110118,-71.0514298081398,3013,"Subscriber",1971,1
785,"2018-11-01 15:26:17.3790","2018-11-01 15:39:22.4840",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,3479,"Subscriber",1967,1
535,"2018-11-01 15:26:21.4260","2018-11-01 15:35:17.0500",141,"Kendall Street",42.363560158429884,-71.08216792345047,58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,3360,"Subscriber",1983,1
1066,"2018-11-01 15:26:44.4920","2018-11-01 15:44:30.6720",58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,186,"Congress St at Northern Ave",42.3481,-71.03764,2638,"Customer",1969,0
339,"2018-11-01 15:27:05.2570","2018-11-01 15:32:44.8680",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,149,"175 N Harvard St",42.363796,-71.129164,3651,"Subscriber",1995,1
1003,"2018-11-01 15:27:00.9610","2018-11-01 15:43:44.7080",135,"ID Building East",42.344827,-71.028664,190,"Nashua Street at Red Auerbach Way",42.365673,-71.064263,2721,"Subscriber",1968,1
987,"2018-11-01 15:27:32.6300","2018-11-01 15:44:00.5730",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,84,"CambridgeSide Galleria - CambridgeSide PL at Land Blvd",42.366981,-71.076472,3872,"Subscriber",1996,1
324,"2018-11-01 15:28:06.6270","2018-11-01 15:33:31.3760",39,"Washington St at Rutland St",42.338514601785995,-71.07404083013535,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2969,"Subscriber",1987,1
282,"2018-11-01 15:28:30.7940","2018-11-01 15:33:13.6730",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,228,"One Memorial Drive",42.361619320766856,-71.0804355052096,4158,"Subscriber",1990,2
13417,"2018-11-01 15:29:08.7920","2018-11-01 19:12:46.3320",56,"Dudley Square - Dudley St at Warren St",42.32854046293402,-71.08416482806204,23,"Boston City Hall - 28 State St",42.35892,-71.057629,4180,"Subscriber",1979,1
417,"2018-11-01 15:29:27.8210","2018-11-01 15:36:25.0590",13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.08582377433777,3723,"Subscriber",1990,1
372,"2018-11-01 15:29:28.9500","2018-11-01 15:35:41.9130",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,179,"MIT Vassar St",42.355601213279265,-71.10394477844238,3041,"Subscriber",1990,1
371,"2018-11-01 15:29:34.0050","2018-11-01 15:35:45.1660",120,"Beacon St at Charles St",42.356052,-71.069849,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,4118,"Subscriber",1988,2
1371,"2018-11-01 15:29:37.6170","2018-11-01 15:52:28.9650",53,"Beacon St at Massachusetts Ave",42.35082680669095,-71.0898108780384,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,2408,"Subscriber",1986,2
365,"2018-11-01 15:29:36.9490","2018-11-01 15:35:42.2190",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,96,"Cambridge Main Library at Broadway / Trowbridge St",42.373379,-71.111075,4016,"Subscriber",1993,1
1353,"2018-11-01 15:29:42.1690","2018-11-01 15:52:15.6710",53,"Beacon St at Massachusetts Ave",42.35082680669095,-71.0898108780384,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,3456,"Subscriber",1981,1
1452,"2018-11-01 15:29:49.1490","2018-11-01 15:54:01.8620",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,2269,"Subscriber",1994,2
389,"2018-11-01 15:29:52.7240","2018-11-01 15:36:22.5470",167,"Ryan Playground - Dorchester Ave at Harbor View St",42.317642,-71.056664,205,"Bowdoin St at Quincy St",42.30785224238503,-71.06512248516083,2372,"Subscriber",1992,1
229,"2018-11-01 15:29:57.7870","2018-11-01 15:33:47.6970",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,117,"Binney St / Sixth St",42.36616223459919,-71.08688293667001,2977,"Subscriber",1990,2
1051,"2018-11-01 15:30:00.0840","2018-11-01 15:47:31.6660",365,"Harrison Ave at Bennet St",42.34942609892521,-71.06209959843909,225,"Cambridge Dept. of Public Works -147 Hampshire St.",42.37119727759414,-71.09759867191315,3700,"Subscriber",1990,2
1501,"2018-11-01 15:30:00.3210","2018-11-01 15:55:02.2730",68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,3277,"Customer",1969,0
612,"2018-11-01 15:30:06.2870","2018-11-01 15:40:19.1870",50,"Boylston St at Berkeley St",42.3511419825475,-71.07329249382019,63,"Dorchester Ave at Gillette Park",42.344040510016356,-71.05737626552582,2782,"Subscriber",1969,1
1698,"2018-11-01 15:30:11.8840","2018-11-01 15:58:30.4040",29,"Innovation Lab - 125 Western Ave at Batten Way",42.363732,-71.124565,4,"Tremont St at E Berkeley St",42.345392,-71.069616,2262,"Subscriber",1987,2
1238,"2018-11-01 15:30:21.1050","2018-11-01 15:50:59.1470",91,"One Kendall Square at Hampshire St / Portland St",42.366277,-71.09169,69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,883,"Subscriber",1977,1
411,"2018-11-01 15:30:27.8290","2018-11-01 15:37:18.8410",225,"Cambridge Dept. of Public Works -147 Hampshire St.",42.37119727759414,-71.09759867191315,189,"Kendall T",42.362427842912396,-71.08495473861694,2013,"Subscriber",1995,1
298,"2018-11-01 15:30:33.8070","2018-11-01 15:35:32.0200",115,"Porter Square Station",42.387995,-71.119084,145,"Rindge Avenue - O'Neill Library",42.392766,-71.129042,3931,"Subscriber",1987,1
1315,"2018-11-01 15:30:36.1850","2018-11-01 15:52:31.2430",74,"Harvard Square at Mass Ave/ Dunster",42.373268,-71.118579,69,"Coolidge Corner - Beacon St at Centre St",42.341598,-71.123338,2678,"Subscriber",1992,1
282,"2018-11-01 15:30:51.5500","2018-11-01 15:35:33.6680",80,"MIT Stata Center at Vassar St / Main St",42.3621312344991,-71.09115600585936,68,"Central Square at Mass Ave / Essex St",42.36507,-71.1031,3531,"Subscriber",1992,2
1014,"2018-11-01 15:31:02.7940","2018-11-01 15:47:57.1660",280,"Main St at Baldwin St",42.380857,-71.070629,280,"Main St at Baldwin St",42.380857,-71.070629,3383,"Subscriber",1988,1
307,"2018-11-01 15:31:14.4310","2018-11-01 15:36:21.4400",46,"Christian Science Plaza - Massachusetts Ave at Westland Ave",42.3436658245146,-71.08582377433777,61,"Boylston St at Fairfield St",42.348762,-71.082383,3309,"Subscriber",1987,2
2216,"2018-11-01 15:31:15.8850","2018-11-01 16:08:11.9480",218,"Watermark Seaport - Boston Wharf Rd at Seaport Blvd",42.351586001198456,-71.04569256305693,110,"Harvard University Gund Hall at Quincy St / Kirkland S",42.376369,-71.114025,2856,"Customer",1969,0
1945,"2018-11-01 15:31:19.5190","2018-11-01 16:03:45.3170",90,"Lechmere Station at Cambridge St / First St",42.370677,-71.076529,88,"Inman Square at Vellucci Plaza / Hampshire St",42.374035,-71.101427,2254,"Subscriber",1989,1
3079,"2018-11-01 15:31:22.9560","2018-11-01 16:22:42.5700",22,"South Station - 700 Atlantic Ave",42.352175,-71.055547,50,"Boylston St at Berkeley St",42.3511419825475,-71.07329249382019,3704,"Customer",1969,0
915,"2018-11-01 15:31:43.9550","2018-11-01 15:46:59.2230",227,"Silber Way",42.34949599514002,-71.10057592391968,364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,3762,"Subscriber",1991,1
353,"2018-11-01 15:31:59.6520","2018-11-01 15:37:52.8970",13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,26,"Washington St at Waltham St",42.341522,-71.068922,638,"Subscriber",1996,1
5583,"2018-11-01 15:32:08.9250","2018-11-01 17:05:12.0220",42,"Boylston St at Arlington St",42.35256693391622,-71.06770543386118,58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,3572,"Customer",1969,0
354,"2018-11-01 15:32:18.9340","2018-11-01 15:38:13.0000",151,"Surface Rd at India St",42.358155,-71.052163,24,"Seaport Square - Seaport Blvd at Northern Ave",42.35148193460858,-71.04436084628105,3509,"Subscriber",1977,1
1356,"2018-11-01 15:32:27.4110","2018-11-01 15:55:04.4090",10,"B.U. Central - 725 Comm. Ave.",42.350406,-71.108279,73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,2172,"Subscriber",1971,1
597,"2018-11-01 15:32:45.9230","2018-11-01 15:42:43.5240",45,"Jersey St. at Boylston St.",42.3446808403874,-71.09785348176956,36,"Copley Square - Dartmouth St at Boylston St",42.34993463611888,-71.07738554477692,2225,"Subscriber",1946,1
589,"2018-11-01 15:32:46.9100","2018-11-01 15:42:36.1560",50,"Boylston St at Berkeley St",42.3511419825475,-71.07329249382019,23,"Boston City Hall - 28 State St",42.35892,-71.057629,2009,"Subscriber",1955,1
5582,"2018-11-01 15:32:48.0500","2018-11-01 17:05:50.5760",42,"Boylston St at Arlington St",42.35256693391622,-71.06770543386118,58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,3789,"Customer",1969,0
498,"2018-11-01 15:32:51.3760","2018-11-01 15:41:09.3880",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,149,"175 N Harvard St",42.363796,-71.129164,3797,"Subscriber",1994,1
421,"2018-11-01 15:32:54.6800","2018-11-01 15:39:55.7070",131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,1663,"Subscriber",1992,1
843,"2018-11-01 15:33:05.8680","2018-11-01 15:47:09.8430",227,"Silber Way",42.34949599514002,-71.10057592391968,364,"Tremont St at Northampton St",42.33889559644165,-71.08149975611013,4091,"Subscriber",1992,1
311,"2018-11-01 15:33:12.0860","2018-11-01 15:38:23.9120",70,"Harvard Kennedy School at Bennett St / Eliot St",42.3722168027866,-71.12188071012497,180,"Mt Auburn",42.37478628706384,-71.13320231437683,3855,"Subscriber",1974,2
854,"2018-11-01 15:33:30.6000","2018-11-01 15:47:44.8970",122,"Burlington Ave at Brookline Ave",42.345733,-71.100694,5,"Northeastern University - North Parking Lot",42.341814,-71.090179,3329,"Subscriber",1992,1
1975,"2018-11-01 15:33:34.3360","2018-11-01 16:06:30.2620",175,"Brighton Center - Washington St at Cambridge St",42.34894857235593,-71.15027189254761,39,"Washington St at Rutland St",42.338514601785995,-71.07404083013535,3006,"Subscriber",1963,1
5486,"2018-11-01 15:33:49.4720","2018-11-01 17:05:15.7400",42,"Boylston St at Arlington St",42.35256693391622,-71.06770543386118,58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,2268,"Customer",1969,0
394,"2018-11-01 15:33:49.9360","2018-11-01 15:40:24.1770",159,"S Huntington Ave at Heath St",42.32760387040573,-71.11089169979095,131,"Jackson Square T Stop",42.32293117195949,-71.10014140605927,3829,"Subscriber",1984,2
218,"2018-11-01 15:33:54.2400","2018-11-01 15:37:32.3290",27,"Roxbury Crossing T Stop - Columbus Ave at Tremont St",42.331184,-71.095171,12,"Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",42.33624444796878,-71.08798563480377,3709,"Subscriber",1997,1
756,"2018-11-01 15:33:57.1780","2018-11-01 15:46:33.3620",67,"MIT at Mass Ave / Amherst St",42.3581,-71.093198,88,"Inman Square at Vellucci Plaza / Hampshire St",42.374035,-71.101427,587,"Subscriber",1990,2
1103,"2018-11-01 15:34:05.7160","2018-11-01 15:52:28.8960",73,"Harvard Square at Brattle St / Eliot St",42.373231,-71.120886,189,"Kendall T",42.362427842912396,-71.08495473861694,2968,"Subscriber",1981,1
787,"2018-11-01 15:34:08.2490","2018-11-01 15:47:16.2140",177,"University Park",42.36264779118595,-71.10006093978882,58,"Mugar Way at Beacon St",42.355536284897084,-71.07286870479584,175,"Customer",1969,0
344,"2018-11-01 15:34:08.8460","2018-11-01 15:39:53.0650",149,"175 N Harvard St",42.363796,-71.129164,17,"Soldiers Field Park - 111 Western Ave",42.364263440638524,-71.1182756971175,3993,"Customer",1988,1
623,"2018-11-01 15:34:22.9410","2018-11-01 15:44:45.9550",13,"Boston Medical Center - E Concord St at Harrison Ave",42.33671641210506,-71.06880776602338,49,"Stuart St at Charles St",42.351146,-71.066289,1044,"Subscriber",1987,1
